"Topic	Words	Probabilities",,,,,,,,,,,,,,,,,,
"Topic 565	('elbowauc'", '112', '3718', '8134', '4675', '2557', '1222', '1876', '969'," '865')	(1.111197642928463",0.082793672,0.079844469,0.079262988,0.079262988,0.078178888,0.07352276,0.071889217,0.070453443, 0.06869685572722933)
"Topic 566	('multifunctionality'", 'timber', 'functions', 'regulation', 'continental', 'production', 'measures', 'ecosystem', 'synergies'," 'conservationrecreation')	(0.08285375826833408",0.041144187, 0.034759067649219516, 0.019929969752791606, 0.016741504873992563, 0.015700399183849446, 0.015591979369844475, 0.014459166736535323, 0.014185874103755094, 0.013932497792944164)
"Topic 567	('ruminants'", 'forage', 'equids', 'ungulates', 'irg', 'intake', 'fmh', 'surface', 'hindgut'," 'fermenters')	(0.04401463156744894",0.037747316, 0.034277701035648846,0.026503971, 0.025993159503840416, 0.022610937502816775,0.02237951, 0.017907543440473347, 0.017658735433520617, 0.017082766750124188)
"Topic 568	('oleraceus'", 'bca', 'cbc', 'candidate', 'confidential', '54', 'enemies', 'copy', 'subnetwork'," 'arthropods')	(0.03911591349671703",0.030050811, 0.017097450860501986, 0.015560166812876182, 0.015326990603896577, 0.015090607373417934, 0.014320672741619918, 0.014143162402713075, 0.012557901311073361, 0.011499371968400604)
"Topic 569	('lrs'", 'clownfish', 'kimbe', 'anemone', 'additive', 'maternal', 'genetic', 'evolvability', 'gigantea'," 'heritability')	(0.05818129097705461",0.029461075, 0.027745282803723938, 0.020910177907014348, 0.017652161331967998, 0.016681797869023417, 0.013968332175094042, 0.012443730373674938, 0.011421529522631002, 0.011122840744213498)
"Topic 570	('coffee'", 'topdown', 'ants', 'ant', 'freefeeding', 'rust', 'skeletonizer', 'crematogaster', 'control'," 'herbivory')	(0.06456548643792814", 0.034296634726467164,0.031267127, 0.029934154636886742, 0.027703312713375373, 0.022731682641833062,0.022070212,0.017950247, 0.015560398074576733, 0.015175147000661316)
"Topic 571	('swimming'", 'plated', 'lateral', 'plate', 'morozov', 'freshwater', 'stickleback', 'smr', 'metabolic'," 'leinonen')	(0.035445377341377135",0.02963321, 0.023916235943385326, 0.021533725311317132, 0.018201206724093633, 0.017310444663587943, 0.016978321540318992,0.015655232, 0.015384390284814909, 0.014800704964770199)
"Topic 572	('spathodea'", 'tahiti', 'islands', 'seeds', 'island', 'ldd', 'settled', 'seed', 'islandzone'," 'bora')	(0.06945447657693628",0.055821492, 0.039137427351168604,0.036789023,0.034381061,0.022616466,0.021372067,0.020803287,0.019206865, 0.017062155418720526)
"Topic 573	('pearl'", 'millet', 'sudangrass', 'sorghum', 'cowpea', 'sunn', 'hemp', 'biculture', 'seeding'," 'polycultures')	(0.0614166186958805",0.056236056,0.056042763,0.054795386,0.048246822,0.042516388,0.038075951,0.033290025, 0.032021040041707985, 0.02949390089692039)
"Topic 574	('wave'", 'sewage', 'shore', 'turbinaria', 'lagoons', 'macroalgae', 'reef', 'enrichment', 'lter'," 'crest')	(0.04018128347037005",0.037383827,0.03677211, 0.032911634729299415, 0.029353534645365588, 0.029082235954585846, 0.027442998485603252,0.024225354,0.022757028, 0.01685507372276016)
"Topic 575	('ndvi'", 'surface', 'growing', 'vegetation', 'modis', 'resolution', 'outbreak', 'season', 'monthly'," 'calculated')	(0.04082419595003921", 0.013141165266010014,0.011546795, 0.011092695048105597,0.009904312,0.009310834,0.009025876,0.008491664,0.008431049, 0.008380420019944403)
"Topic 576	('diaspores'", 'diaspore', 'grooming', 'goat', 'dwarf', 'donkey', 'fur', 'hair', 'rump'," 'flanks')	(0.0875737005979384",0.066282114,0.035433072,0.034007527,0.032519328,0.028741606, 0.027568151689063177,0.026267742, 0.025685680623875277, 0.025040468692115733)
"Topic 577	('recovery'", 'system', 'regimes', 'ir', 'rr', 'mr', 'disturbance', 's0', 'equilibrium'," 'e02586')	(0.049905567630425085", 0.025615101311008574, 0.024360452299665665, 0.021134856863731115, 0.020097110962758333, 0.019791517586572903, 0.019280715239886594,0.01448844, 0.010274522330747627, 0.010208190504513243)
"Topic 578	('nppremaining'", 'land', 'intensity', 'haberl', 'productivity', 'use', 'farmland', 'npp', 'nppactual'," 'specialization')	(0.062217521008078855", 0.034221218867713135, 0.018963298274552086,0.017591385, 0.016266195501142534, 0.014895292303400223, 0.014278385360050574, 0.013182982343468813,0.012982465, 0.012304368468872036)
"Topic 579	('islands'", 'eigenfunctions', 'directional', 'azores', 'archipelagos', 'hawaii', 'archipelago', 'island', 'pteridophytes'," 'network')	(0.04054189920433429",0.037194036,0.032221735,0.026369101,0.025321777,0.021756434, 0.021714301206721284, 0.018635675972748688, 0.018556120450638258, 0.018042044484028602)
"Topic 580	('meam1'", 'med', 'tabaci', 'putative', 'mtcoi', 'endosymbiont', 'tahiri', 'morocco', 'oujda'," 'detected')	(0.08671625740015393",0.077625198,0.028020319, 0.027733630566988215, 0.022092349337878465, 0.018961490462640628, 0.017553640755718726, 0.016791453928523867,0.014373843, 0.01435316606628058)
"Topic 581	('collembola'", 'candida', 'disc', 'argote', 'foraging', 'quality', 'agar', 'litter', 'resource'," 'distance')	(0.0349418146171016", 0.029137374022511032,0.01874541, 0.018132311111640962,0.016183322, 0.015717458701928637, 0.015550985164187759,0.015051902, 0.014259262380571307, 0.013679986737324054)
"Topic 582	('longitudinal'", 'dpw', 'qian', 'china', 'gradient', 'latitudinal', 'simtax', 'simphy', 'phylogenetic'," 'plate')	(0.035244519032450634", 0.029925946308080664,0.028200567,0.027277365, 0.026828311710773323, 0.025238786168147825, 0.023072298252779087, 0.021227799355277785, 0.018282873345354753, 0.0181697838964353)
"Topic 583	('dafforn'", 'pontoons', 'structures', 'artificial', 'airoldi', 'complexity', 'marine', 'underwood', 'nis'," 'connell')	(0.030400885595527373", 0.022455248697479713,0.020784107, 0.018142749485535556,0.016889381, 0.016461336481136134,0.015434728, 0.014915786611486268, 0.014435517019808386, 0.01431364309359552)
"Topic 584	('agb'", 'dpom', 'hpom', 'taper', 'dbh', 'trees', 'irregularities', 'stock', 'irregular'," 'diameter')	(0.07550607540818059",0.048985385,0.039106084, 0.035027555102407876, 0.029917652016154712, 0.021531202114761644,0.015543565, 0.014900723209114397, 0.014662304970138361, 0.014648625649628062)
"Topic 585	('ouled'", 'djellal', 'rembi', 'breeds', 'laghouat', 'djelfa', 'sheep', 'biskra', 'breed'," 'admixture')	(0.05406778729060532",0.052825476, 0.049631837430064815, 0.047228443809090505,0.038879381,0.033172819, 0.030450848628693357,0.026083166,0.019454795, 0.017136272052024042)
"Topic 586	('bulbul'", 'vented', 'bulbuls', 'gut', 'passage', 'terebinthifolius', 'rufopunctatum', 'seeds', 'fruit'," 'germination')	(0.058940771957555434",0.050541471,0.039962417, 0.036426258640188794,0.035416346,0.034814531,0.034071499,0.023825452, 0.023806442095434924, 0.023279299670523564)
"Topic 587	('e1'", 'e2', 'e0', 't1', '1alpha', '112112', '146', 'alpha', 'page'," 'dcat')	(1.3080086080357398", 1.2128790558717046, 0.22648217002507118,0.083741831,0.057754171,0.056942101,0.054741093,0.047922458, 0.031468650781323916, 0.028103770183882226)
"Topic 588	('marmots'", 'marmot', 'alpine', 'natal', 'territories', 'dispersal', 'marmota', 'capturerecapture', 'allain'," 'territory')	(0.037184676269639665",0.034677041, 0.025706011154916185, 0.024885143997843966, 0.023194428333769113,0.022694182, 0.020038115856129465,0.016046285, 0.014638173727001843, 0.013251376991956134)
"Topic 589	('hs'", 'copepods', 'flume', 'kairomones', 'appendiculata', 'gracilis', 'copepod', 'exposure', 'prolonged'," 'stress')	(0.07523069823027391", 0.056007528804229385,0.046354478,0.03767024,0.035182553,0.033095031, 0.022684540103242803, 0.019748630958803984,0.018219507, 0.016212601973254703)
"Topic 590	('madagascar'", 'vanilla', 'cribb', 'portres', 'hermans', 'leafless', 'andriamihaja', '1954', 'allorgeboiteau'," 'sepal')	(0.0347568227631288",0.033518839,0.029129184, 0.025093364828899838, 0.021508598424771288,0.021355388, 0.020207197106765138,0.019228189,0.016990468, 0.014042736586622157)
"Topic 591	('weevil'", 'yield', 'seed', 'damage', 'pod', 'rape', 'oilseed', 'weevils', 'stem'," 'pests')	(0.044712692859519114",0.042316173,0.040743478, 0.036406930943594804,0.032356098,0.031884449, 0.031199755302025685, 0.029930128053898792,0.02776897, 0.020137194312278398)
"Topic 592	('caterpillars'", 'venom', 'salivary', 'pbs', 'brassicae', 'injected', 'calyx', 'glands', 'pdvs'," 'uid')	(0.08207470782298587",0.065166557,0.048809807, 0.047420713706752306, 0.042379303793786474,0.040987234, 0.040734150886919195, 0.040555209325596274,0.03610161, 0.02941040831073452)
"Topic 593	('pwn'", 'ccz', 'manuscrit', 'auteur', 'pine', 'manuscript', 'radius', 'author', 'doiorg1011111365266413564'," 'dfinitive')	(0.05450727497823489",0.052145254,0.043131057,0.031784958,0.02796698, 0.025608775556564715,0.025560922,0.02183719,0.021465169, 0.020771953473286343)
"Topic 594	('dui'", 'lamp', 'sexing', 'balthica', 'disruption', 'macoma', 'cam', 'rubra', 'mitochondria'," 'sex')	(0.04877212486505809", 0.033915666814318894, 0.028017289977046046, 0.027637537423532924,0.021997652,0.019105329, 0.016497838815110227, 0.014580850317991534, 0.014541147369666227, 0.014149159714747395)
"Topic 595	('mrt'", 'lls', 're', 'elasticity', 'derivatives', 'nitrogen', 'resorption', 'eckstein', 'successional'," 'phosphorus')	(0.12163872348059239", 0.10568966621153565,0.082143453,0.032781498, 0.020823270291395277,0.018229425, 0.018095004746112583, 0.017770401025490736, 0.014493682826636996, 0.014261867091411917)
"Topic 596	('autocorrelation'", 'parasitoid', 'autocorrelated', 'host', 'establishment', 'vercken', 'extinction', 'coefcient', 'uncorrelated'," 'bh')	(0.028513910865034915", 0.026295525377609253,0.025578603, 0.024956628382281493, 0.023158759710774694,0.018593156, 0.017941467509588294, 0.016276191126113438, 0.016227509765269137, 0.014816867969600252)
"Topic 597	('wolbachia'", 'greenisland', 'gracillariidae', 'greenislands', 'miners', 'giron', 'leafmining', 'phenotype', 'gutzwiller'," 'moths')	(0.06824521799991509",0.06615496, 0.046722077859137394, 0.028521635316148757, 0.027395412378116962,0.020016,0.01976163, 0.019334748219499088, 0.015845352953415975, 0.01547474951429494)
"Topic 598	('closures'", 'periodic', 'closure', 'harvest', 'permanent', 'overfishing', 'stock', 'efficiency', 'fishing'," 'nonspatial')	(0.12641043555036352",0.089788371,0.05868887, 0.054177920044215656, 0.045526916421136356,0.045263809,0.038129138, 0.035341581779164626,0.031489818, 0.030948614559969993)
"Topic 599	('patchleaving'", 'patch', 'wajnberg', 'trichogrammatidae', 'decremental', 'driessen', 'trichogramma', 'alphen', 'vet'," 'incremental')	(0.035355853102716876", 0.021199306728695872,0.019419374, 0.018892717611779287,0.018197173, 0.015183411770475302,0.014953215, 0.014024483653191155, 0.012806644933430172, 0.012223273844145623)
"Topic 600	('reads'", 'sequences', 'motus', 'otus', 'kegg', 'sequencing', 'sequence', 'trimmed', 'primer'," 'pcr')	(0.028174744214076248",0.027949275, 0.014561388767271597, 0.013129964087477308, 0.012661984467780283, 0.012132221233406737, 0.012117749713968345, 0.011130376725628364, 0.011108982759424742, 0.010937226687063878)
"Topic 601	('fric'", 'dfric', 'nonnative', 'realm', 'functional', 'tric', 'dtric', 'basins', 'fdiv'," 'sh')	(0.039977874385697436",0.027182941, 0.026482690613288392, 0.025776221764337907,0.024203354, 0.022794384498239912, 0.021599880919628518, 0.020864249152188114, 0.020096988944138187, 0.0197194182457694)
"Topic 602	('axyridis'", 'invasive', 'depression', 'load', 'harmonia', 'heterosis', 'native', 'generation', 'facon'," 'admixture')	(0.03754306247934283", 0.026986470975959895, 0.026740195916368944, 0.020610703409084514, 0.018815199536266054, 0.018655565249608916,0.016890145, 0.016457435329321247,0.016235542, 0.015602969826827183)
"Topic 603	('stickleback'", 'plated', 'morphotype', 'morphotypes', 'completely', 'incompletely', 'threespine', 'gasterosteus', 'piscivore'," 'aculeatus')	(0.1041271368537105",0.061520532, 0.030451844950390605, 0.029328225253634616, 0.026793342225439283,0.026791166, 0.024296687987092877, 0.020020296867763812, 0.019273179304732338, 0.018480274031781978)
"Topic 604	('subobscura'", 'oviposition', 'learning', 'fecundity', 'invasive', 'native', 'laid', 'introduced', 'foucaud'," 'test')	(0.04499105867777857",0.032759091,0.029209648,0.029006312, 0.025294036727253374, 0.024498486845007342, 0.017414630448767347,0.015986603,0.015834879, 0.013839142373340933)
"Topic 605	('trees'", 'starch', 'inoculum', 'gallica', 'defoliation', 'defoliated', 'lip', 'armillaria', 'hip'," 'bhip')	(0.04120360107305829", 0.038278390472184974,0.036673266, 0.036428756916205125, 0.035921000093047106,0.035615416,0.031517263, 0.031442963602151944, 0.031185296593649225, 0.02764815992780922)
"Topic 606	('kogia'", 'sima', 'whale', 'colombia', 'malpelo', 'dwarf', 'edna', 'cetacean', 'dna'," 'sperm')	(0.0348363267420375", 0.026472170078668755,0.022665145,0.022172301,0.021851344, 0.021059675438208265, 0.019668023705666574, 0.019652129936134053,0.019257614, 0.015805074269521154)
"Topic 607	('saxicolous'", 'susceptible', 'beneath', 'vascular', 'trees', 'resistant', 'pinyons', 'crowns', 'moth'," 'lichens')	(0.04956967969279051",0.046980963,0.035089521, 0.034912674313480926, 0.030867429655760493, 0.028782446180410235, 0.020316501077391653, 0.016798707126960476, 0.015723370892514466, 0.014959590279347153)
"Topic 608	('segregation'", 'ssas', 'sexual', 'sc', 'aggregation', 'conradt', 'associative', 'deer', 'isard'," 'groupliving')	(0.08777213131430943",0.069883968, 0.036711070551609035,0.028533852,0.028461441, 0.026382135878370908,0.025951642, 0.025257753919610288,0.024972099, 0.023740759390607356)
"Topic 609	('colonisation'", 'chain', 'trophic', 'extinction', 'vg', 'levels', 'evolution', 'length', 'destruction'," 'food')	(0.050623910741024056",0.028613101, 0.028498985058442252, 0.027398264199352988,0.016945515,0.016392554,0.01554893,0.014980861,0.013947739, 0.01300029345569704)
"Topic 610	('lcp'", 'lcc', 'hcc', 'contexts', 'moths', 'mrr', 'corridors', 'connecting', 'urban'," 'playback')	(0.04026319855917954", 0.036378262515865394,0.035271173, 0.034953673686781435,0.030840777, 0.025679809248472425, 0.024427331143270652, 0.023235525606782017,0.023124066, 0.02269250785999676)
"Topic 611	('mating'", 'manuscrit', 'auteur', 'survf', 'survm', 'author', 'allee', 'success', '12271237'," '101111j20070030129915891x')	(0.05393262102801711",0.049371106, 0.048591747269868896,0.040152235,0.037144801, 0.035404549384487824,0.032995788,0.03148076,0.030750851, 0.029749158605389184)
"Topic 612	('roxellana'", 'snubnosed', 'rhinopithecus', 'li', 'monkey', 'china', 'hubei', 'shennongjia', 'sichuan'," 'refugia')	(0.03963967642901767",0.034281625,0.032207377,0.026474629, 0.026114544080312444, 0.022087962987840545,0.022020682, 0.017572620617287822, 0.016669949601962383, 0.015945054079222632)
"Topic 613	('foal'", 'band', 'giving', 'birth', 'repro', 'reproduction', 'costs', 'probability', 'weaning'," 'horses')	(0.043960277798687115", 0.035310887266311784, 0.028320137745216935, 0.024236994640655457, 0.018442051443343804, 0.018276154290861817, 0.016699398464343505, 0.016066290781184555, 0.015936561313611992, 0.01580747266572326)
"Topic 614	('breeding'", 'ringed', 'colonies', 'broods', 'colony', 'clutches', 'nest', 'covas', 'birds'," 'feeders')	(0.0169853744621841", 0.015467788468793358, 0.013422262370928782,0.013415614,0.012767934, 0.012687527528109794, 0.011175749451280997,0.008855815,0.008367431, 0.008048866917985054)
"Topic 615	('locust'", 'schistocerca', 'gregaria', 'desert', 'parthenogenesis', 'inbreeding', 'depression', 'tychoparthenogenesis', 'chapuis'," 'locusts')	(0.040511694327481196",0.03089393, 0.030764413455023638,0.028353033, 0.014542855544365452, 0.014205999819532814, 0.014105262888648747, 0.013625104474450405,0.013476742, 0.01282600360761479)
"Topic 616	('leaf'", 'leaves', 'dried', 'ldmc', 'paracou', 'provenances', 'weighed', 'caterpillars', 'paddocks'," 'thickness')	(0.027685990116632354",0.02224072, 0.012671059376328338, 0.012219108514735186,0.010076748,0.009459946,0.008209462,0.008094024,0.008089094, 0.007971192933911233)
"Topic 617	('psf'", 'root', 'fine', 'spitzer', 'fungal', 'content', 'forks', 'orders', 'arctic'," 'tundra')	(0.09597505649179697", 0.045873165316749856,0.023609069, 0.019176539020979037, 0.018523002586029676, 0.015610060772001697, 0.015346393523533463, 0.015162623829430117, 0.014307631403248491, 0.013396570669126499)
"Topic 618	('corridor'", 'snh', 'fluctuating', 'wolfe', 'numdays', 'landscapes', 'asynchronous', 'synchronous', 'cerini'," 'dispersion')	(0.0335592185590014",0.032352178,0.018388205, 0.016193106776567608, 0.016049473846141697,0.015295053, 0.014792278090853253, 0.012166081142216536, 0.012070193590161354, 0.011346577412688035)
"Topic 619	('mvrs'", 'synchrony', 'quintero', 'size', 'carvajal', 'macroecological', 'range', 'body', 'extinction'," 'iucn')	(0.04279254432400147", 0.017139973747979865, 0.015536895286567943, 0.015419408361889434, 0.015157224984174633, 0.014743433641680272, 0.014641974717741542, 0.013672795943986576,0.012516741, 0.010377739964088022)
"Topic 620	('offspring'", 'as2', 'sa5', 'sa4', 'j3', 'a12', 'as1', 'a11', 'e0'," 'e1')	(0.05115321035045499", 0.044338955090388835,0.042039657,0.042039657, 0.040983640720809816, 0.038038497944128204,0.037846777, 0.037792928153274154, 0.037622413856180835, 0.0370366611281145)
